,Variable,mean.RMSE,orig.RMSE,K.or.D
2369,x1555,0.153037,0.152144,DROP
2368,x1556,0.153126,0.152144,DROP
2367,x1557,0.15292,0.152144,DROP
2366,x1558,0.152898,0.152144,DROP
2365,x1559,0.153879,0.152144,DROP
2364,x156,0.152926,0.152144,DROP
2363,x1560,0.152896,0.152144,DROP
2362,x1561,0.15269,0.152144,DROP
2361,x1562,0.152846,0.152144,DROP
2360,x1563,0.152791,0.152144,DROP
2359,x1564,0.15252,0.152144,DROP
2358,x1565,0.153378,0.152144,DROP
2357,x1566,0.152759,0.152144,DROP
2356,x1567,0.153048,0.152144,DROP
2355,x1568,0.153025,0.152144,DROP
2354,x1569,0.153209,0.152144,DROP
2353,x157,0.15276,0.152144,DROP
2352,x1570,0.153249,0.152144,DROP
2351,x1571,0.153047,0.152144,DROP
2350,x1572,0.152573,0.152144,DROP
2349,x1573,0.152738,0.152144,DROP
2348,x1574,0.152768,0.152144,DROP
2347,x1575,0.152869,0.152144,DROP
2346,x1576,0.153302,0.152144,DROP
2345,x1577,0.153744,0.152144,DROP
2344,x1578,0.154096,0.152144,DROP
2343,x1579,0.153023,0.152144,DROP
2342,x158,0.153427,0.152144,DROP
2341,x1580,0.153829,0.152144,DROP
2340,x1581,0.154156,0.152144,DROP
2339,x1582,0.152936,0.152144,DROP
2338,x1583,0.153426,0.152144,DROP
2337,x1584,0.153028,0.152144,DROP
2336,x1585,0.152799,0.152144,DROP
2335,x1586,0.15327,0.152144,DROP
2334,x1587,0.153687,0.152144,DROP
2531,x1409,0.149887,0.150356,KEEP
2332,x1589,0.152703,0.15252,DROP
2331,x159,0.153222,0.15252,DROP
2330,x1590,0.152574,0.15252,DROP
2329,x1591,0.153269,0.15252,DROP
2328,x1592,0.153433,0.15252,DROP
2327,x1593,0.152947,0.15252,DROP
2326,x1594,0.153035,0.15252,DROP
2325,x1595,0.15368,0.15252,DROP
2324,x1596,0.153177,0.15252,DROP
2323,x1597,0.153336,0.15252,DROP
2322,x1598,0.15324,0.15252,DROP
2321,x1599,0.153853,0.15252,DROP
2320,x16,0.154039,0.15252,DROP
2319,x160,0.153769,0.15252,DROP
2318,x1600,0.152736,0.15252,DROP
2317,x1601,0.153698,0.15252,DROP
2316,x1602,0.152761,0.15252,DROP
2315,x1603,0.153649,0.15252,DROP
2314,x1604,0.153068,0.15252,DROP
2313,x1605,0.153379,0.15252,DROP
2524,x1415,0.150356,0.150735,KEEP
2311,x1607,0.153586,0.152686,DROP
2310,x1608,0.153776,0.152686,DROP
2522,x1417,0.150735,0.150879,KEEP
2308,x161,0.152901,0.152749,DROP
2307,x1610,0.153066,0.152749,DROP
2306,x1611,0.153145,0.152749,DROP
2305,x1612,0.153218,0.152749,DROP
2304,x1613,0.153536,0.152749,DROP
2303,x1614,0.152818,0.152749,DROP
2302,x1615,0.153017,0.152749,DROP
2301,x1616,0.153032,0.152749,DROP
2300,x1617,0.153605,0.152749,DROP
2299,x1618,0.153399,0.152749,DROP
2298,x1619,0.15308,0.152749,DROP
2297,x162,0.153732,0.152749,DROP
2296,x1620,0.153653,0.152749,DROP
2295,x1621,0.153531,0.152749,DROP
2294,x1622,0.153447,0.152749,DROP
2293,x1623,0.152804,0.152749,DROP
2292,x1624,0.153496,0.152749,DROP
2291,x1625,0.153361,0.152749,DROP
2290,x1626,0.153047,0.152749,DROP
2289,x1627,0.153752,0.152749,DROP
2288,x1628,0.153442,0.152749,DROP
2513,x1425,0.150879,0.150941,KEEP
2286,x163,0.153287,0.152759,DROP
2285,x1630,0.15299,0.152759,DROP
2284,x1631,0.152776,0.152759,DROP
2283,x1632,0.153471,0.152759,DROP
2282,x1633,0.15309,0.152759,DROP
2281,x1634,0.153472,0.152759,DROP
2280,x1635,0.153143,0.152759,DROP
2512,x1426,0.150941,0.150942,KEEP
2278,x1637,0.154417,0.153021,DROP
2277,x1638,0.154039,0.153021,DROP
2276,x1639,0.1537,0.153021,DROP
2275,x164,0.153835,0.153021,DROP
2274,x1640,0.15413,0.153021,DROP
2273,x1641,0.153936,0.153021,DROP
2272,x1642,0.154749,0.153021,DROP
2271,x1643,0.154219,0.153021,DROP
2270,x1644,0.15409,0.153021,DROP
2269,x1645,0.153539,0.153021,DROP
2268,x1646,0.154697,0.153021,DROP
2267,x1647,0.154924,0.153021,DROP
2266,x1648,0.154262,0.153021,DROP
2265,x1649,0.154221,0.153021,DROP
2264,x165,0.154708,0.153021,DROP
2263,x1650,0.153766,0.153021,DROP
2262,x1651,0.154222,0.153021,DROP
2261,x1652,0.154155,0.153021,DROP
2260,x1653,0.154127,0.153021,DROP
2259,x1654,0.154319,0.153021,DROP
2258,x1655,0.154132,0.153021,DROP
2257,x1656,0.154948,0.153021,DROP
2256,x1657,0.154026,0.153021,DROP
2255,x1658,0.154045,0.153021,DROP
2254,x1659,0.154521,0.153021,DROP
2253,x166,0.154551,0.153021,DROP
2252,x1660,0.154359,0.153021,DROP
2251,x1661,0.155211,0.153021,DROP
2250,x1662,0.154459,0.153021,DROP
2249,x1663,0.154118,0.153021,DROP
2248,x1664,0.154354,0.153021,DROP
2247,x1665,0.154927,0.153021,DROP
2246,x1666,0.15449,0.153021,DROP
2245,x1667,0.154134,0.153021,DROP
2244,x1668,0.153453,0.153021,DROP
2243,x1669,0.154282,0.153021,DROP
2242,x167,0.154431,0.153021,DROP
2241,x1670,0.154549,0.153021,DROP
2240,x1671,0.153925,0.153021,DROP
2239,x1672,0.154669,0.153021,DROP
2238,x1673,0.153956,0.153021,DROP
2237,x1674,0.153825,0.153021,DROP
2236,x1675,0.154038,0.153021,DROP
2235,x1676,0.154613,0.153021,DROP
2234,x1677,0.153979,0.153021,DROP
2233,x1678,0.154251,0.153021,DROP
2232,x1679,0.153939,0.153021,DROP
2231,x168,0.154151,0.153021,DROP
2230,x1680,0.154515,0.153021,DROP
2229,x1681,0.153397,0.153021,DROP
2228,x1682,0.154551,0.153021,DROP
2227,x1683,0.154525,0.153021,DROP
2226,x1684,0.154476,0.153021,DROP
2225,x1685,0.153494,0.153021,DROP
2224,x1686,0.153624,0.153021,DROP
2223,x1687,0.15443,0.153021,DROP
2222,x1688,0.1534,0.153021,DROP
2221,x1689,0.154893,0.153021,DROP
2220,x169,0.154098,0.153021,DROP
2219,x1690,0.154379,0.153021,DROP
2218,x1691,0.155133,0.153021,DROP
2217,x1692,0.153952,0.153021,DROP
2216,x1693,0.154343,0.153021,DROP
2215,x1694,0.154092,0.153021,DROP
2214,x1695,0.154152,0.153021,DROP
2213,x1696,0.153844,0.153021,DROP
2212,x1697,0.154077,0.153021,DROP
2211,x1698,0.155249,0.153021,DROP
2210,x1699,0.15429,0.153021,DROP
2209,x17,0.154085,0.153021,DROP
2208,x170,0.154014,0.153021,DROP
2207,x1700,0.154729,0.153021,DROP
2206,x1701,0.154272,0.153021,DROP
2205,x1702,0.154374,0.153021,DROP
2204,x1703,0.154152,0.153021,DROP
2203,x1704,0.155123,0.153021,DROP
2202,x1705,0.154218,0.153021,DROP
2201,x1706,0.154335,0.153021,DROP
2200,x1707,0.153939,0.153021,DROP
2199,x1708,0.154121,0.153021,DROP
2198,x1709,0.154182,0.153021,DROP
2197,x171,0.154625,0.153021,DROP
2196,x1710,0.154595,0.153021,DROP
2195,x1711,0.154254,0.153021,DROP
2194,x1712,0.154199,0.153021,DROP
2193,x1713,0.153505,0.153021,DROP
2192,x1715,0.154191,0.153021,DROP
2191,x1716,0.154399,0.153021,DROP
2190,x1717,0.154727,0.153021,DROP
2189,x1718,0.154582,0.153021,DROP
2188,x1719,0.154295,0.153021,DROP
2187,x172,0.154419,0.153021,DROP
2186,x1720,0.154257,0.153021,DROP
2185,x1721,0.154617,0.153021,DROP
2184,x1722,0.154056,0.153021,DROP
2183,x1723,0.154775,0.153021,DROP
2182,x1724,0.154244,0.153021,DROP
2181,x1725,0.154168,0.153021,DROP
2180,x1726,0.154471,0.153021,DROP
2179,x1727,0.154176,0.153021,DROP
2178,x1728,0.153516,0.153021,DROP
2177,x1729,0.15391,0.153021,DROP
2176,x173,0.154616,0.153021,DROP
2175,x1730,0.154432,0.153021,DROP
2174,x1731,0.154432,0.153021,DROP
2173,x1732,0.153934,0.153021,DROP
2172,x1733,0.154173,0.153021,DROP
2171,x1734,0.153885,0.153021,DROP
2170,x1735,0.154333,0.153021,DROP
2169,x1736,0.154483,0.153021,DROP
2168,x1737,0.154132,0.153021,DROP
2167,x1738,0.15411,0.153021,DROP
2166,x1739,0.15395,0.153021,DROP
2165,x174,0.154262,0.153021,DROP
2164,x1740,0.154182,0.153021,DROP
2163,x1741,0.154527,0.153021,DROP
2162,x1742,0.154559,0.153021,DROP
2161,x1743,0.15436,0.153021,DROP
2160,x1744,0.154033,0.153021,DROP
2159,x1745,0.154169,0.153021,DROP
2158,x1746,0.154035,0.153021,DROP
2157,x1747,0.15432,0.153021,DROP
2156,x1748,0.154556,0.153021,DROP
2155,x1749,0.155558,0.153021,DROP
2154,x175,0.153973,0.153021,DROP
2153,x1750,0.154245,0.153021,DROP
2152,x1751,0.154557,0.153021,DROP
2151,x1752,0.154355,0.153021,DROP
2150,x1753,0.154087,0.153021,DROP
2149,x1754,0.154186,0.153021,DROP
2148,x1755,0.153856,0.153021,DROP
2509,x1429,0.150942,0.151467,KEEP
2146,x1757,0.153805,0.153293,DROP
2445,x1487,0.151467,0.151614,KEEP
2444,x1488,0.151614,0.151663,KEEP
2398,x1529,0.151663,0.151698,KEEP
2142,x1760,0.154396,0.153624,DROP
2141,x1761,0.154625,0.153624,DROP
2140,x1762,0.154631,0.153624,DROP
2139,x1763,0.154416,0.153624,DROP
2138,x1764,0.15384,0.153624,DROP
2137,x1765,0.154498,0.153624,DROP
2136,x1766,0.154267,0.153624,DROP
2135,x1767,0.154088,0.153624,DROP
2134,x1768,0.153856,0.153624,DROP
2133,x1769,0.154811,0.153624,DROP
2132,x177,0.154176,0.153624,DROP
2131,x1770,0.154232,0.153624,DROP
2130,x1771,0.154742,0.153624,DROP
2129,x1772,0.154193,0.153624,DROP
2393,x1533,0.151698,0.15188,KEEP
2127,x1774,0.154721,0.153782,DROP
2126,x1775,0.154962,0.153782,DROP
2125,x1776,0.15486,0.153782,DROP
2390,x1536,0.15188,0.15208,KEEP
2123,x1778,0.154889,0.153794,DROP
2122,x1779,0.1548,0.153794,DROP
2121,x178,0.154619,0.153794,DROP
2120,x1780,0.154786,0.153794,DROP
2387,x1539,0.15208,0.152144,KEEP
2118,x1782,0.15421,0.153979,DROP
2117,x1783,0.154811,0.153979,DROP
2116,x1784,0.155059,0.153979,DROP
2115,x1785,0.154246,0.153979,DROP
2114,x1786,0.154599,0.153979,DROP
2113,x1787,0.155087,0.153979,DROP
2112,x1788,0.154554,0.153979,DROP
2111,x1789,0.154704,0.153979,DROP
2110,x179,0.15483,0.153979,DROP
2109,x1790,0.154665,0.153979,DROP
2108,x1791,0.15451,0.153979,DROP
2107,x1792,0.155127,0.153979,DROP
2106,x1793,0.154736,0.153979,DROP
2333,x1588,0.152144,0.15252,KEEP
2104,x1795,0.155714,0.154491,DROP
2103,x1796,0.154558,0.154491,DROP
2102,x1797,0.154703,0.154491,DROP
2101,x1798,0.155385,0.154491,DROP
2100,x1799,0.15478,0.154491,DROP
2312,x1606,0.15252,0.152686,KEEP
2098,x180,0.155387,0.154809,DROP
2097,x1800,0.155288,0.154809,DROP
2309,x1609,0.152686,0.152749,KEEP
2095,x1802,0.155766,0.154964,DROP
2094,x1803,0.15541,0.154964,DROP
2287,x1629,0.152749,0.152759,KEEP
2279,x1636,0.152759,0.153021,KEEP
2091,x1806,0.155592,0.155223,DROP
2147,x1756,0.153021,0.153293,KEEP
2145,x1758,0.153293,0.153618,KEEP
2088,x1809,0.155916,0.15542,DROP
2087,x181,0.156091,0.15542,DROP
2086,x1810,0.15552,0.15542,DROP
2085,x1811,0.156268,0.15542,DROP
2144,x1759,0.153618,0.153621,KEEP
2143,x176,0.153621,0.153624,KEEP
2082,x1814,0.156278,0.155764,DROP
2128,x1773,0.153624,0.153782,KEEP
2080,x1816,0.157214,0.156589,DROP
2079,x1817,0.156925,0.156589,DROP
2078,x1818,0.156706,0.156589,DROP
2077,x1819,0.15732,0.156589,DROP
2076,x182,0.157471,0.156589,DROP
2075,x1820,0.156766,0.156589,DROP
2074,x1821,0.157748,0.156589,DROP
2073,x1822,0.15765,0.156589,DROP
2072,x1823,0.158146,0.156589,DROP
2071,x1824,0.157563,0.156589,DROP
2070,x1825,0.157612,0.156589,DROP
2069,x1826,0.1582,0.156589,DROP
2068,x1827,0.15797,0.156589,DROP
2067,x1828,0.156979,0.156589,DROP
2066,x1829,0.158349,0.156589,DROP
2065,x183,0.158345,0.156589,DROP
2064,x1830,0.15828,0.156589,DROP
2063,x1831,0.157797,0.156589,DROP
2062,x1832,0.157628,0.156589,DROP
2061,x1833,0.157553,0.156589,DROP
2060,x1834,0.157929,0.156589,DROP
2059,x1835,0.157758,0.156589,DROP
2058,x1836,0.157443,0.156589,DROP
2057,x1837,0.157658,0.156589,DROP
2056,x1838,0.158135,0.156589,DROP
2055,x1839,0.158009,0.156589,DROP
2054,x184,0.157392,0.156589,DROP
2053,x1840,0.15802,0.156589,DROP
2052,x1841,0.157552,0.156589,DROP
2051,x1842,0.158106,0.156589,DROP
2124,x1777,0.153782,0.153794,KEEP
2049,x1844,0.157544,0.15662,DROP
2048,x1845,0.15796,0.15662,DROP
2047,x1846,0.157189,0.15662,DROP
2046,x1847,0.157918,0.15662,DROP
2045,x1848,0.157849,0.15662,DROP
2044,x1849,0.157875,0.15662,DROP
2043,x185,0.157805,0.15662,DROP
2042,x1850,0.158032,0.15662,DROP
2041,x1851,0.157654,0.15662,DROP
2040,x1852,0.156924,0.15662,DROP
2039,x1853,0.157662,0.15662,DROP
2038,x1854,0.15879,0.15662,DROP
2037,x1855,0.158145,0.15662,DROP
2036,x1856,0.157544,0.15662,DROP
2035,x1857,0.157686,0.15662,DROP
2034,x1858,0.157392,0.15662,DROP
2033,x1859,0.157636,0.15662,DROP
2032,x186,0.157903,0.15662,DROP
2031,x1860,0.157999,0.15662,DROP
2030,x1861,0.158143,0.15662,DROP
2029,x1862,0.157588,0.15662,DROP
2028,x1863,0.159089,0.15662,DROP
2027,x1864,0.157374,0.15662,DROP
2026,x1865,0.158038,0.15662,DROP
2025,x1866,0.157118,0.15662,DROP
2024,x1867,0.157222,0.15662,DROP
2023,x1868,0.157703,0.15662,DROP
2022,x1869,0.157846,0.15662,DROP
2021,x187,0.157767,0.15662,DROP
2020,x1870,0.158292,0.15662,DROP
2019,x1871,0.157516,0.15662,DROP
2018,x1872,0.157928,0.15662,DROP
2017,x1873,0.157684,0.15662,DROP
2016,x1874,0.157054,0.15662,DROP
2015,x1875,0.15764,0.15662,DROP
2014,x1876,0.157117,0.15662,DROP
2013,x1877,0.157918,0.15662,DROP
2012,x1878,0.157575,0.15662,DROP
2011,x1879,0.157188,0.15662,DROP
2010,x188,0.158103,0.15662,DROP
2009,x1880,0.157493,0.15662,DROP
2008,x1881,0.157581,0.15662,DROP
2007,x1882,0.157913,0.15662,DROP
2006,x1883,0.157786,0.15662,DROP
2005,x1884,0.156859,0.15662,DROP
2004,x1885,0.157596,0.15662,DROP
2003,x1886,0.157374,0.15662,DROP
2002,x1887,0.156847,0.15662,DROP
2001,x1888,0.157729,0.15662,DROP
2000,x1889,0.158434,0.15662,DROP
1999,x189,0.157402,0.15662,DROP
1998,x1890,0.157673,0.15662,DROP
1997,x1891,0.15765,0.15662,DROP
1996,x1892,0.157344,0.15662,DROP
1995,x1893,0.157066,0.15662,DROP
1994,x1894,0.157807,0.15662,DROP
1993,x1895,0.157615,0.15662,DROP
1992,x1896,0.158106,0.15662,DROP
1991,x1897,0.158595,0.15662,DROP
1990,x1898,0.15797,0.15662,DROP
1989,x1899,0.158208,0.15662,DROP
1988,x19,0.157124,0.15662,DROP
1987,x190,0.156969,0.15662,DROP
1986,x1900,0.157819,0.15662,DROP
1985,x1901,0.157163,0.15662,DROP
1984,x1902,0.157709,0.15662,DROP
1983,x1903,0.157799,0.15662,DROP
1982,x1904,0.158261,0.15662,DROP
1981,x1905,0.158358,0.15662,DROP
1980,x1906,0.157375,0.15662,DROP
1979,x1907,0.157287,0.15662,DROP
1978,x1908,0.158261,0.15662,DROP
1977,x1909,0.158215,0.15662,DROP
1976,x191,0.156929,0.15662,DROP
1975,x1910,0.15771,0.15662,DROP
1974,x1911,0.158091,0.15662,DROP
1973,x1912,0.157684,0.15662,DROP
1972,x1913,0.15747,0.15662,DROP
1971,x1914,0.157276,0.15662,DROP
1970,x1915,0.157597,0.15662,DROP
1969,x1916,0.157684,0.15662,DROP
1968,x1917,0.157025,0.15662,DROP
1967,x1918,0.15708,0.15662,DROP
1966,x1919,0.15724,0.15662,DROP
1965,x192,0.157802,0.15662,DROP
1964,x1920,0.157799,0.15662,DROP
1963,x1921,0.15685,0.15662,DROP
1962,x1922,0.157232,0.15662,DROP
1961,x1923,0.157542,0.15662,DROP
1960,x1924,0.157042,0.15662,DROP
1959,x1925,0.157756,0.15662,DROP
1958,x1926,0.157805,0.15662,DROP
1957,x1927,0.157874,0.15662,DROP
1956,x1928,0.157589,0.15662,DROP
1955,x1929,0.157832,0.15662,DROP
1954,x193,0.157303,0.15662,DROP
1953,x1930,0.15809,0.15662,DROP
1952,x1931,0.157498,0.15662,DROP
1951,x1932,0.158175,0.15662,DROP
1950,x1933,0.157865,0.15662,DROP
1949,x1934,0.157579,0.15662,DROP
1948,x1935,0.157966,0.15662,DROP
1947,x1936,0.15786,0.15662,DROP
1946,x1937,0.158183,0.15662,DROP
1945,x1938,0.157368,0.15662,DROP
1944,x1939,0.158098,0.15662,DROP
1943,x194,0.158217,0.15662,DROP
1942,x1940,0.157814,0.15662,DROP
1941,x1941,0.157619,0.15662,DROP
1940,x1942,0.158183,0.15662,DROP
1939,x1943,0.158284,0.15662,DROP
1938,x1944,0.158054,0.15662,DROP
1937,x1945,0.157287,0.15662,DROP
1936,x1946,0.157354,0.15662,DROP
1935,x1947,0.15805,0.15662,DROP
1934,x1948,0.157501,0.15662,DROP
1933,x1949,0.15774,0.15662,DROP
1932,x195,0.157319,0.15662,DROP
1931,x1950,0.158167,0.15662,DROP
1930,x1951,0.157667,0.15662,DROP
1929,x1952,0.157993,0.15662,DROP
1928,x1953,0.156998,0.15662,DROP
1927,x1954,0.157259,0.15662,DROP
1926,x1955,0.1576,0.15662,DROP
1925,x1956,0.157884,0.15662,DROP
1924,x1957,0.157695,0.15662,DROP
1923,x1958,0.157726,0.15662,DROP
1922,x1959,0.158349,0.15662,DROP
1921,x196,0.156874,0.15662,DROP
1920,x1960,0.158144,0.15662,DROP
1919,x1961,0.157852,0.15662,DROP
2119,x1781,0.153794,0.153979,KEEP
1917,x1963,0.157997,0.156695,DROP
1916,x1964,0.157462,0.156695,DROP
1915,x1965,0.157588,0.156695,DROP
1914,x1966,0.157439,0.156695,DROP
1913,x1967,0.157818,0.156695,DROP
1912,x1968,0.15784,0.156695,DROP
1911,x1969,0.157881,0.156695,DROP
1910,x197,0.158258,0.156695,DROP
1909,x1970,0.158409,0.156695,DROP
1908,x1971,0.15836,0.156695,DROP
2105,x1794,0.153979,0.154491,KEEP
1906,x1973,0.15775,0.156839,DROP
1905,x1974,0.157699,0.156839,DROP
1904,x1975,0.157273,0.156839,DROP
1903,x1976,0.157717,0.156839,DROP
1902,x1977,0.157444,0.156839,DROP
1901,x1978,0.157077,0.156839,DROP
1900,x1979,0.157215,0.156839,DROP
1899,x198,0.156919,0.156839,DROP
1898,x1980,0.157695,0.156839,DROP
1897,x1981,0.157818,0.156839,DROP
1896,x1982,0.157867,0.156839,DROP
1895,x1983,0.157034,0.156839,DROP
1894,x1984,0.156909,0.156839,DROP
1893,x1985,0.157832,0.156839,DROP
1892,x1986,0.158164,0.156839,DROP
1891,x1987,0.157656,0.156839,DROP
1890,x1988,0.157612,0.156839,DROP
1889,x1989,0.157876,0.156839,DROP
1888,x199,0.157103,0.156839,DROP
1887,x1990,0.157322,0.156839,DROP
1886,x1991,0.157826,0.156839,DROP
1885,x1992,0.157292,0.156839,DROP
1884,x1993,0.157724,0.156839,DROP
1883,x1994,0.157281,0.156839,DROP
1882,x1995,0.157504,0.156839,DROP
1881,x1996,0.158034,0.156839,DROP
1880,x1997,0.157445,0.156839,DROP
1879,x1998,0.157547,0.156839,DROP
1878,x1999,0.157427,0.156839,DROP
1877,x2,0.157478,0.156839,DROP
1876,x20,0.157578,0.156839,DROP
1875,x200,0.15826,0.156839,DROP
1874,x2000,0.15686,0.156839,DROP
1873,x2001,0.15772,0.156839,DROP
1872,x2002,0.15753,0.156839,DROP
1871,x2003,0.157292,0.156839,DROP
1870,x2004,0.157955,0.156839,DROP
1869,x2005,0.157735,0.156839,DROP
1868,x2006,0.157028,0.156839,DROP
1867,x2007,0.157474,0.156839,DROP
1866,x2008,0.157332,0.156839,DROP
2099,x18,0.154491,0.154809,KEEP
1864,x201,0.157509,0.156954,DROP
1863,x2010,0.157245,0.156954,DROP
1862,x2011,0.15696,0.156954,DROP
1861,x2012,0.157593,0.156954,DROP
1860,x2013,0.158235,0.156954,DROP
1859,x2014,0.15735,0.156954,DROP
1858,x2015,0.157013,0.156954,DROP
1857,x2016,0.157607,0.156954,DROP
1856,x2017,0.157549,0.156954,DROP
1855,x2018,0.157176,0.156954,DROP
1854,x2019,0.15834,0.156954,DROP
1853,x202,0.157807,0.156954,DROP
2096,x1801,0.154809,0.154964,KEEP
1851,x2021,0.157598,0.157142,DROP
1850,x2022,0.158181,0.157142,DROP
1849,x2023,0.158326,0.157142,DROP
1848,x2024,0.157784,0.157142,DROP
1847,x2025,0.158387,0.157142,DROP
1846,x2026,0.158309,0.157142,DROP
1845,x2027,0.158544,0.157142,DROP
1844,x2028,0.157465,0.157142,DROP
1843,x2029,0.157874,0.157142,DROP
1842,x203,0.157675,0.157142,DROP
1841,x2030,0.157763,0.157142,DROP
1840,x2031,0.158417,0.157142,DROP
1839,x2032,0.158074,0.157142,DROP
1838,x2033,0.157782,0.157142,DROP
1837,x2034,0.158013,0.157142,DROP
1836,x2035,0.157954,0.157142,DROP
1835,x2036,0.157699,0.157142,DROP
1834,x2037,0.157885,0.157142,DROP
1833,x2038,0.157822,0.157142,DROP
1832,x2039,0.157542,0.157142,DROP
1831,x204,0.158257,0.157142,DROP
1830,x2040,0.157577,0.157142,DROP
1829,x2041,0.158862,0.157142,DROP
1828,x2042,0.158655,0.157142,DROP
1827,x2043,0.157388,0.157142,DROP
1826,x2044,0.157949,0.157142,DROP
1825,x2045,0.158036,0.157142,DROP
1824,x2046,0.158212,0.157142,DROP
1823,x2047,0.157661,0.157142,DROP
1822,x2048,0.158711,0.157142,DROP
1821,x2049,0.157485,0.157142,DROP
2093,x1804,0.154964,0.155107,KEEP
1819,x2050,0.158205,0.157176,DROP
1818,x2051,0.157949,0.157176,DROP
1817,x2052,0.157568,0.157176,DROP
1816,x2053,0.158037,0.157176,DROP
1815,x2054,0.157539,0.157176,DROP
1814,x2055,0.158293,0.157176,DROP
1813,x2056,0.158066,0.157176,DROP
1812,x2057,0.157994,0.157176,DROP
1811,x2058,0.15831,0.157176,DROP
1810,x2059,0.158512,0.157176,DROP
1809,x206,0.157729,0.157176,DROP
1808,x2060,0.157563,0.157176,DROP
1807,x2061,0.158434,0.157176,DROP
1806,x2062,0.158077,0.157176,DROP
1805,x2063,0.158306,0.157176,DROP
1804,x2064,0.157906,0.157176,DROP
1803,x2065,0.157679,0.157176,DROP
1802,x2066,0.15788,0.157176,DROP
1801,x2067,0.157475,0.157176,DROP
1800,x2068,0.158031,0.157176,DROP
1799,x2069,0.157745,0.157176,DROP
1798,x207,0.158361,0.157176,DROP
1797,x2070,0.157353,0.157176,DROP
1796,x2071,0.157234,0.157176,DROP
1795,x2072,0.157582,0.157176,DROP
1794,x2073,0.157298,0.157176,DROP
1793,x2074,0.157839,0.157176,DROP
1792,x2075,0.158438,0.157176,DROP
1791,x2076,0.158787,0.157176,DROP
1790,x2077,0.158005,0.157176,DROP
1789,x2078,0.158238,0.157176,DROP
1788,x2079,0.157971,0.157176,DROP
1787,x208,0.157922,0.157176,DROP
1786,x2080,0.158118,0.157176,DROP
1785,x2081,0.157421,0.157176,DROP
1784,x2082,0.15805,0.157176,DROP
1783,x2083,0.157489,0.157176,DROP
1782,x2084,0.158416,0.157176,DROP
1781,x2085,0.157472,0.157176,DROP
1780,x2086,0.157925,0.157176,DROP
1779,x2087,0.157909,0.157176,DROP
1778,x2088,0.157285,0.157176,DROP
1777,x2089,0.15858,0.157176,DROP
1776,x209,0.157947,0.157176,DROP
1775,x2090,0.157571,0.157176,DROP
1774,x2091,0.157829,0.157176,DROP
1773,x2092,0.157973,0.157176,DROP
1772,x2093,0.158349,0.157176,DROP
1771,x2094,0.158133,0.157176,DROP
2092,x1805,0.155107,0.155223,KEEP
1769,x2096,0.15875,0.157203,DROP
1768,x2097,0.158056,0.157203,DROP
1767,x2098,0.157369,0.157203,DROP
1766,x2099,0.158046,0.157203,DROP
1765,x21,0.157714,0.157203,DROP
1764,x210,0.158213,0.157203,DROP
1763,x2100,0.157923,0.157203,DROP
1762,x2101,0.157868,0.157203,DROP
1761,x2102,0.157837,0.157203,DROP
1760,x2103,0.158057,0.157203,DROP
1759,x2104,0.157877,0.157203,DROP
1758,x2105,0.157922,0.157203,DROP
1757,x2106,0.158012,0.157203,DROP
1756,x2107,0.158184,0.157203,DROP
1755,x2108,0.157544,0.157203,DROP
1754,x2109,0.157916,0.157203,DROP
1753,x211,0.157831,0.157203,DROP
1752,x2110,0.157573,0.157203,DROP
1751,x2111,0.15761,0.157203,DROP
1750,x2112,0.157644,0.157203,DROP
1749,x2113,0.15743,0.157203,DROP
2090,x1807,0.155223,0.15526,KEEP
1747,x2115,0.158202,0.157492,DROP
1746,x2116,0.158198,0.157492,DROP
1745,x2117,0.157879,0.157492,DROP
1744,x2118,0.15819,0.157492,DROP
1743,x2119,0.158652,0.157492,DROP
1742,x212,0.158054,0.157492,DROP
1741,x2120,0.157602,0.157492,DROP
1740,x2121,0.158414,0.157492,DROP
2089,x1808,0.15526,0.15542,KEEP
1738,x2123,0.158271,0.157599,DROP
2084,x1812,0.15542,0.155673,KEEP
1736,x2125,0.157942,0.157606,DROP
1735,x2126,0.157987,0.157606,DROP
1734,x2127,0.158313,0.157606,DROP
1733,x2128,0.157687,0.157606,DROP
1732,x2129,0.157984,0.157606,DROP
1731,x213,0.158475,0.157606,DROP
2083,x1813,0.155673,0.155764,KEEP
2081,x1815,0.155764,0.156589,KEEP
1728,x2132,0.158948,0.158371,DROP
2050,x1843,0.156589,0.15662,KEEP
1726,x2134,0.158799,0.158396,DROP
1725,x2135,0.158925,0.158396,DROP
1724,x2136,0.159251,0.158396,DROP
1723,x2137,0.159131,0.158396,DROP
1722,x2138,0.159745,0.158396,DROP
1721,x2139,0.159382,0.158396,DROP
1720,x214,0.159051,0.158396,DROP
1719,x2140,0.158739,0.158396,DROP
1718,x2141,0.158659,0.158396,DROP
1717,x2142,0.158432,0.158396,DROP
1716,x2143,0.158557,0.158396,DROP
1918,x1962,0.15662,0.156695,KEEP
1714,x2145,0.15964,0.15897,DROP
1713,x2146,0.159563,0.15897,DROP
1712,x2147,0.160657,0.15897,DROP
1711,x2148,0.159622,0.15897,DROP
1710,x2149,0.159896,0.15897,DROP
1709,x215,0.16026,0.15897,DROP
1708,x2150,0.160386,0.15897,DROP
1707,x2151,0.160341,0.15897,DROP
1706,x2152,0.160739,0.15897,DROP
1705,x2153,0.160305,0.15897,DROP
1704,x2154,0.159018,0.15897,DROP
