,Variable,mean.RMSE,orig.RMSE,K.or.D
1,MSSubClass,0.308015,0.311079,KEEP
2,MSZoning,0.302183,0.308015,KEEP
3,LotFrontage,0.292569,0.302183,KEEP
4,LotArea,0.289713,0.292569,KEEP
5,Street,0.288888,0.289713,KEEP
6,Alley,0.288665,0.288888,KEEP
7,LotShape,0.283651,0.288665,KEEP
8,LandContour,0.28292,0.283651,KEEP
9,Utilities,0.282678,0.28292,KEEP
10,LotConfig,0.282735,0.282678,DROP
11,LandSlope,0.282829,0.282678,DROP
12,Neighborhood,0.283407,0.282678,DROP
13,Condition1,0.280566,0.282678,KEEP
14,BldgType,0.279608,0.280566,KEEP
15,HouseStyle,0.275768,0.279608,KEEP
16,OverallQual,0.185419,0.275768,KEEP
17,OverallCond,0.183255,0.185419,KEEP
18,RoofStyle,0.18315,0.183255,KEEP
19,RoofMatl,0.183303,0.18315,DROP
20,Exterior1st,0.183172,0.18315,DROP
21,Exterior2nd,0.183523,0.18315,DROP
22,MasVnrType,0.183233,0.18315,DROP
23,MasVnrArea,0.18219,0.18315,KEEP
24,ExterQual,0.174894,0.18219,KEEP
25,ExterCond,0.175194,0.174894,DROP
26,Foundation,0.172395,0.174894,KEEP
27,Heating,0.171945,0.172395,KEEP
28,HeatingQC,0.169883,0.171945,KEEP
29,CentralAir,0.165608,0.169883,KEEP
30,Electrical,0.165588,0.165608,KEEP
31,FirstFlrSF,0.154341,0.165588,KEEP
32,GrLivArea,0.149247,0.154341,KEEP
33,FullBath,0.149422,0.149247,DROP
34,HalfBath,0.147384,0.149247,KEEP
35,BedroomAbvGr,0.147431,0.147384,DROP
36,KitchenAbvGr,0.147082,0.147384,KEEP
37,KitchenQual,0.144694,0.147082,KEEP
38,TotRmsAbvGrd,0.145052,0.144694,DROP
39,Functional,0.142251,0.144694,KEEP
40,Fireplaces,0.141644,0.142251,KEEP
41,FireplaceQu,0.141829,0.141644,DROP
42,GarageType,0.141268,0.141644,KEEP
43,GarageYrBlt,0.138711,0.141268,KEEP
44,GarageFinish,0.13856,0.138711,KEEP
45,PavedDrive,0.13746,0.13856,KEEP
46,PoolArea,0.137671,0.13746,DROP
47,PoolQC,0.136941,0.13746,KEEP
48,Fence,0.136958,0.136941,DROP
49,MiscFeature,0.137223,0.136941,DROP
50,MiscVal,0.137276,0.136941,DROP
51,MoSold,0.13694,0.136941,KEEP
52,YrSold,0.137354,0.13694,DROP
53,SaleType,0.137613,0.13694,DROP
54,SaleCondition,0.134175,0.13694,KEEP
55,GrLiveAreaByFirstFlrSF,0.133784,0.134175,KEEP
56,OverallCondByQual,0.133987,0.133784,DROP
57,GrLiveAreaLog,0.133473,0.133784,KEEP
58,BathTotals,0.133185,0.133473,KEEP
59,BsmtBaths,0.128411,0.133185,KEEP
60,OverallQualCubed,0.128134,0.128411,KEEP
61,OverallQualExp,0.12824,0.128134,DROP
62,OverallCondCubed,0.127608,0.128134,KEEP
63,OverallCondExp,0.12765,0.127608,DROP
64,newBsmtQualSF,0.122896,0.127608,KEEP
65,newBsmtFinTypeSF,0.121617,0.122896,KEEP
66,newGarageSizeQual,0.119484,0.121617,KEEP
67,DecadeBuilt,0.119894,0.119484,DROP
68,BuiltAndSold,0.119293,0.119484,KEEP
69,SellingSeason,0.119721,0.119293,DROP
70,Season,0.119855,0.119293,DROP
71,NewHouseSubClass,0.119381,0.119293,DROP
72,AgeOfHouse,0.117849,0.119293,KEEP
73,TimeSinceSold,0.11791,0.117849,DROP
74,OverallQualCut,0.118018,0.117849,DROP
75,OverallCondCut,0.11817,0.117849,DROP
76,RecentRemodel,0.118082,0.117849,DROP
77,HasBeenRemodeled,0.118171,0.117849,DROP
78,RemodelAndSold,0.117912,0.117849,DROP
79,FirstFloorOnly,0.117433,0.117849,KEEP
80,GrLivAreaCut,0.117283,0.117433,KEEP
81,outdoorSpace,0.117819,0.117283,DROP
82,NearCampus,0.116804,0.117283,KEEP
83,SouthOf30,0.116572,0.116804,KEEP
84,NearAirport,0.11537,0.116572,KEEP
85,NearWater,0.114828,0.11537,KEEP
86,meanOverallNbrhdQ,0.113953,0.114828,KEEP
87,meanOverallNbrhdC,0.113935,0.113953,KEEP
88,CrimeLevel,0.114207,0.113935,DROP
89,countEx,0.113982,0.113935,DROP
90,countGd,0.113731,0.113935,KEEP
91,countTA,0.113991,0.113731,DROP
92,countFa,0.114263,0.113731,DROP
93,countPo,0.114063,0.113731,DROP
94,x1,0.114268,0.113731,DROP
95,x2,0.113494,0.113731,KEEP
96,x3,0.114074,0.113494,DROP
97,x4,0.113946,0.113494,DROP
98,x5,0.114159,0.113494,DROP
99,x6,0.11469,0.113494,DROP
100,x7,0.114457,0.113494,DROP
101,x8,0.113826,0.113494,DROP
102,x9,0.114182,0.113494,DROP
103,x10,0.113982,0.113494,DROP
104,x11,0.114387,0.113494,DROP
105,x12,0.114124,0.113494,DROP
106,x13,0.113581,0.113494,DROP
107,x14,0.114342,0.113494,DROP
108,x15,0.114184,0.113494,DROP
109,x16,0.113631,0.113494,DROP
110,x17,0.114489,0.113494,DROP
111,x18,0.114285,0.113494,DROP
112,x19,0.113543,0.113494,DROP
113,x20,0.11377,0.113494,DROP
114,x21,0.113816,0.113494,DROP
115,x22,0.114778,0.113494,DROP
116,x23,0.114014,0.113494,DROP
117,x24,0.113644,0.113494,DROP
118,x25,0.114452,0.113494,DROP
119,x26,0.1141,0.113494,DROP
120,x27,0.114414,0.113494,DROP
121,x28,0.113692,0.113494,DROP
122,x29,0.114326,0.113494,DROP
123,x30,0.113731,0.113494,DROP
124,x31,0.113952,0.113494,DROP
125,x32,0.114311,0.113494,DROP
126,x33,0.11461,0.113494,DROP
127,x34,0.113999,0.113494,DROP
128,x35,0.113982,0.113494,DROP
129,x36,0.113615,0.113494,DROP
130,x37,0.114037,0.113494,DROP
131,x38,0.113874,0.113494,DROP
132,x39,0.114124,0.113494,DROP
133,x40,0.113162,0.113494,KEEP
134,x41,0.114362,0.113162,DROP
135,x42,0.113969,0.113162,DROP
136,x43,0.113765,0.113162,DROP
137,x44,0.11402,0.113162,DROP
138,x45,0.113772,0.113162,DROP
139,x46,0.114161,0.113162,DROP
140,x47,0.113965,0.113162,DROP
141,x48,0.113883,0.113162,DROP
142,x49,0.113641,0.113162,DROP
143,x50,0.113785,0.113162,DROP
144,x51,0.113661,0.113162,DROP
145,x52,0.114167,0.113162,DROP
146,x53,0.11394,0.113162,DROP
147,x54,0.113804,0.113162,DROP
148,x55,0.114569,0.113162,DROP
149,x56,0.113996,0.113162,DROP
150,x57,0.113797,0.113162,DROP
151,x58,0.113774,0.113162,DROP
152,x59,0.113883,0.113162,DROP
153,x60,0.113588,0.113162,DROP
154,x61,0.113307,0.113162,DROP
155,x62,0.113809,0.113162,DROP
156,x63,0.114135,0.113162,DROP
157,x64,0.113781,0.113162,DROP
158,x65,0.113865,0.113162,DROP
159,x66,0.113642,0.113162,DROP
160,x67,0.113579,0.113162,DROP
161,x68,0.113369,0.113162,DROP
162,x69,0.113744,0.113162,DROP
163,x70,0.113666,0.113162,DROP
164,x71,0.113762,0.113162,DROP
165,x72,0.11415,0.113162,DROP
166,x73,0.113765,0.113162,DROP
167,x74,0.114098,0.113162,DROP
168,x75,0.113761,0.113162,DROP
169,x76,0.113819,0.113162,DROP
170,x77,0.114213,0.113162,DROP
171,x78,0.113684,0.113162,DROP
172,x79,0.113652,0.113162,DROP
173,x80,0.114039,0.113162,DROP
174,x81,0.113889,0.113162,DROP
175,x82,0.11379,0.113162,DROP
176,x83,0.113777,0.113162,DROP
177,x84,0.112871,0.113162,KEEP
178,x85,0.113198,0.112871,DROP
179,x86,0.112958,0.112871,DROP
180,x87,0.11269,0.112871,KEEP
181,x88,0.113115,0.11269,DROP
182,x89,0.112986,0.11269,DROP
183,x90,0.113147,0.11269,DROP
184,x91,0.113272,0.11269,DROP
185,x92,0.113073,0.11269,DROP
186,x93,0.113406,0.11269,DROP
187,x94,0.113864,0.11269,DROP
188,x95,0.113025,0.11269,DROP
189,x96,0.112929,0.11269,DROP
190,x97,0.112669,0.11269,KEEP
191,x98,0.113237,0.112669,DROP
192,x99,0.112659,0.112669,KEEP
193,x100,0.113116,0.112659,DROP
194,x101,0.113127,0.112659,DROP
195,x102,0.11289,0.112659,DROP
196,x103,0.113389,0.112659,DROP
197,x104,0.113104,0.112659,DROP
198,x105,0.112993,0.112659,DROP
199,x106,0.11284,0.112659,DROP
200,x107,0.112755,0.112659,DROP
201,x108,0.112827,0.112659,DROP
202,x109,0.112916,0.112659,DROP
203,x110,0.113152,0.112659,DROP
204,x111,0.112958,0.112659,DROP
205,x112,0.113037,0.112659,DROP
206,x113,0.112702,0.112659,DROP
207,x114,0.112777,0.112659,DROP
208,x115,0.113147,0.112659,DROP
209,x116,0.113152,0.112659,DROP
210,x117,0.11305,0.112659,DROP
211,x118,0.112916,0.112659,DROP
212,x119,0.113142,0.112659,DROP
213,x120,0.112986,0.112659,DROP
214,x121,0.113209,0.112659,DROP
215,x122,0.112781,0.112659,DROP
216,x123,0.113289,0.112659,DROP
217,x124,0.112421,0.112659,KEEP
218,x125,0.113164,0.112421,DROP
219,x126,0.112782,0.112421,DROP
220,x127,0.112943,0.112421,DROP
221,x128,0.113018,0.112421,DROP
222,x129,0.112582,0.112421,DROP
223,x130,0.113033,0.112421,DROP
224,x131,0.112723,0.112421,DROP
225,x132,0.112762,0.112421,DROP
226,x133,0.113132,0.112421,DROP
227,x134,0.112907,0.112421,DROP
228,x135,0.113242,0.112421,DROP
229,x136,0.112886,0.112421,DROP
230,x137,0.112496,0.112421,DROP
231,x138,0.11283,0.112421,DROP
232,x139,0.11299,0.112421,DROP
233,x140,0.1131,0.112421,DROP
234,x141,0.113323,0.112421,DROP
235,x142,0.112653,0.112421,DROP
236,x143,0.112549,0.112421,DROP
237,x144,0.112737,0.112421,DROP
238,x145,0.112764,0.112421,DROP
239,x146,0.112947,0.112421,DROP
240,x147,0.112873,0.112421,DROP
241,x148,0.113283,0.112421,DROP
242,x149,0.113302,0.112421,DROP
243,x150,0.112843,0.112421,DROP
244,x151,0.1129,0.112421,DROP
245,x152,0.112707,0.112421,DROP
246,x153,0.112726,0.112421,DROP
247,x154,0.113187,0.112421,DROP
248,x155,0.112599,0.112421,DROP
249,x156,0.112832,0.112421,DROP
250,x157,0.112478,0.112421,DROP
251,x158,0.112875,0.112421,DROP
252,x159,0.113017,0.112421,DROP
253,x160,0.112865,0.112421,DROP
254,x161,0.113404,0.112421,DROP
255,x162,0.112783,0.112421,DROP
256,x163,0.112644,0.112421,DROP
257,x164,0.112697,0.112421,DROP
258,x165,0.11266,0.112421,DROP
259,x166,0.112943,0.112421,DROP
260,x167,0.113073,0.112421,DROP
261,x168,0.112583,0.112421,DROP
262,x169,0.112662,0.112421,DROP
263,x170,0.113025,0.112421,DROP
264,x171,0.112656,0.112421,DROP
265,x172,0.112875,0.112421,DROP
266,x173,0.11249,0.112421,DROP
267,x174,0.11316,0.112421,DROP
268,x175,0.113139,0.112421,DROP
269,x176,0.112727,0.112421,DROP
270,x177,0.112959,0.112421,DROP
271,x178,0.113201,0.112421,DROP
272,x179,0.112772,0.112421,DROP
273,x180,0.112729,0.112421,DROP
274,x181,0.112544,0.112421,DROP
275,x182,0.113038,0.112421,DROP
276,x183,0.112342,0.112421,KEEP
277,x184,0.112997,0.112342,DROP
278,x185,0.113131,0.112342,DROP
279,x186,0.112863,0.112342,DROP
280,x187,0.113086,0.112342,DROP
281,x188,0.113127,0.112342,DROP
282,x189,0.112841,0.112342,DROP
283,x190,0.112682,0.112342,DROP
284,x191,0.112814,0.112342,DROP
285,x192,0.113144,0.112342,DROP
286,x193,0.112878,0.112342,DROP
287,x194,0.112927,0.112342,DROP
288,x195,0.112573,0.112342,DROP
289,x196,0.113023,0.112342,DROP
290,x197,0.112767,0.112342,DROP
291,x198,0.113043,0.112342,DROP
292,x199,0.112993,0.112342,DROP
293,x200,0.113317,0.112342,DROP
294,x201,0.112743,0.112342,DROP
295,x202,0.113223,0.112342,DROP
296,x203,0.112967,0.112342,DROP
297,x204,0.113148,0.112342,DROP
298,x205,0.112777,0.112342,DROP
299,x206,0.112727,0.112342,DROP
300,x207,0.112663,0.112342,DROP
301,x208,0.112813,0.112342,DROP
302,x209,0.112892,0.112342,DROP
303,x210,0.113163,0.112342,DROP
304,x211,0.112955,0.112342,DROP
305,x212,0.11261,0.112342,DROP
306,x213,0.112588,0.112342,DROP
307,x214,0.112964,0.112342,DROP
308,x215,0.11285,0.112342,DROP
309,x216,0.11326,0.112342,DROP
310,x217,0.112522,0.112342,DROP
311,x218,0.112781,0.112342,DROP
312,x219,0.113246,0.112342,DROP
313,x220,0.112899,0.112342,DROP
314,x221,0.113074,0.112342,DROP
315,x222,0.113012,0.112342,DROP
316,x223,0.113002,0.112342,DROP
317,x224,0.112806,0.112342,DROP
318,x225,0.112613,0.112342,DROP
319,x226,0.112964,0.112342,DROP
320,x227,0.112875,0.112342,DROP
321,x228,0.113038,0.112342,DROP
322,x229,0.112534,0.112342,DROP
323,x230,0.112855,0.112342,DROP
324,x231,0.112984,0.112342,DROP
325,x232,0.112923,0.112342,DROP
326,x233,0.113351,0.112342,DROP
327,x234,0.11286,0.112342,DROP
328,x235,0.112953,0.112342,DROP
329,x236,0.1131,0.112342,DROP
330,x237,0.112892,0.112342,DROP
331,x238,0.112964,0.112342,DROP
332,x239,0.112883,0.112342,DROP
333,x240,0.113071,0.112342,DROP
334,x241,0.113226,0.112342,DROP
335,x242,0.112738,0.112342,DROP
336,x243,0.112766,0.112342,DROP
337,x244,0.112755,0.112342,DROP
338,x245,0.112296,0.112342,KEEP
339,x246,0.113498,0.112296,DROP
340,x247,0.112898,0.112296,DROP
341,x248,0.113054,0.112296,DROP
342,x249,0.113264,0.112296,DROP
343,x250,0.113287,0.112296,DROP
344,x251,0.113186,0.112296,DROP
345,x252,0.113071,0.112296,DROP
346,x253,0.112496,0.112296,DROP
347,x254,0.113215,0.112296,DROP
348,x255,0.113015,0.112296,DROP
349,x256,0.11337,0.112296,DROP
350,x257,0.113015,0.112296,DROP
351,x258,0.112724,0.112296,DROP
352,x259,0.113569,0.112296,DROP
353,x260,0.112958,0.112296,DROP
354,x261,0.113141,0.112296,DROP
355,x262,0.113066,0.112296,DROP
356,x263,0.11276,0.112296,DROP
357,x264,0.112615,0.112296,DROP
358,x265,0.113084,0.112296,DROP
359,x266,0.113064,0.112296,DROP
360,x267,0.112986,0.112296,DROP
361,x268,0.112884,0.112296,DROP
362,x269,0.112953,0.112296,DROP
363,x270,0.112626,0.112296,DROP
364,x271,0.113002,0.112296,DROP
365,x272,0.112899,0.112296,DROP
366,x273,0.11303,0.112296,DROP
367,x274,0.112874,0.112296,DROP
368,x275,0.112893,0.112296,DROP
369,x276,0.113247,0.112296,DROP
370,x277,0.112904,0.112296,DROP
371,x278,0.112969,0.112296,DROP
372,x279,0.113088,0.112296,DROP
373,x280,0.112628,0.112296,DROP
374,x281,0.112875,0.112296,DROP
375,x282,0.11289,0.112296,DROP
376,x283,0.113429,0.112296,DROP
377,x284,0.112358,0.112296,DROP
378,x285,0.112914,0.112296,DROP
379,x286,0.112685,0.112296,DROP
380,x287,0.11249,0.112296,DROP
381,x288,0.112916,0.112296,DROP
382,x289,0.113027,0.112296,DROP
383,x290,0.113234,0.112296,DROP
384,x291,0.113104,0.112296,DROP
385,x292,0.112888,0.112296,DROP
386,x293,0.112794,0.112296,DROP
387,x294,0.113013,0.112296,DROP
388,x295,0.113059,0.112296,DROP
389,x296,0.113142,0.112296,DROP
390,x297,0.112965,0.112296,DROP
391,x298,0.112794,0.112296,DROP
392,x299,0.112939,0.112296,DROP
393,x300,0.113082,0.112296,DROP
394,x301,0.113001,0.112296,DROP
395,x302,0.113424,0.112296,DROP
396,x303,0.112949,0.112296,DROP
397,x304,0.113288,0.112296,DROP
398,x305,0.113311,0.112296,DROP
399,x306,0.112939,0.112296,DROP
400,x307,0.112913,0.112296,DROP
401,x308,0.112851,0.112296,DROP
402,x309,0.112863,0.112296,DROP
403,x310,0.113161,0.112296,DROP
404,x311,0.113192,0.112296,DROP
405,x312,0.112999,0.112296,DROP
406,x313,0.113099,0.112296,DROP
407,x314,0.112867,0.112296,DROP
408,x315,0.113149,0.112296,DROP
409,x316,0.11261,0.112296,DROP
410,x317,0.113097,0.112296,DROP
411,x318,0.113306,0.112296,DROP
412,x319,0.113232,0.112296,DROP
413,x320,0.11288,0.112296,DROP
414,x321,0.112636,0.112296,DROP
415,x322,0.113074,0.112296,DROP
416,x323,0.113032,0.112296,DROP
417,x324,0.112692,0.112296,DROP
418,x325,0.113048,0.112296,DROP
419,x326,0.11305,0.112296,DROP
420,x327,0.112998,0.112296,DROP
421,x328,0.113099,0.112296,DROP
422,x329,0.113189,0.112296,DROP
423,x330,0.112976,0.112296,DROP
424,x331,0.113243,0.112296,DROP
425,x332,0.113285,0.112296,DROP
426,x333,0.113151,0.112296,DROP
427,x334,0.112746,0.112296,DROP
428,x335,0.113194,0.112296,DROP
429,x336,0.113136,0.112296,DROP
430,x337,0.1126,0.112296,DROP
431,x338,0.112984,0.112296,DROP
432,x339,0.11289,0.112296,DROP
433,x340,0.113466,0.112296,DROP
434,x341,0.113126,0.112296,DROP
435,x342,0.113164,0.112296,DROP
436,x343,0.112931,0.112296,DROP
437,x344,0.113157,0.112296,DROP
438,x345,0.113333,0.112296,DROP
439,x346,0.113105,0.112296,DROP
440,x347,0.112969,0.112296,DROP
441,x348,0.113587,0.112296,DROP
442,x349,0.113202,0.112296,DROP
443,x350,0.11312,0.112296,DROP
444,x351,0.112922,0.112296,DROP
445,x352,0.113609,0.112296,DROP
446,x353,0.112697,0.112296,DROP
447,x354,0.112768,0.112296,DROP
448,x355,0.112862,0.112296,DROP
449,x356,0.112884,0.112296,DROP
450,x357,0.112969,0.112296,DROP
451,x358,0.112795,0.112296,DROP
452,x359,0.112957,0.112296,DROP
453,x360,0.112679,0.112296,DROP
454,x361,0.112565,0.112296,DROP
455,x362,0.11305,0.112296,DROP
456,x363,0.112856,0.112296,DROP
457,x364,0.112784,0.112296,DROP
458,x365,0.113099,0.112296,DROP
459,x366,0.112907,0.112296,DROP
460,x367,0.112663,0.112296,DROP
461,x368,0.113016,0.112296,DROP
462,x369,0.112856,0.112296,DROP
463,x370,0.11278,0.112296,DROP
464,x371,0.113078,0.112296,DROP
465,x372,0.113114,0.112296,DROP
466,x373,0.113374,0.112296,DROP
467,x374,0.113165,0.112296,DROP
468,x375,0.112848,0.112296,DROP
469,x376,0.113245,0.112296,DROP
470,x377,0.113517,0.112296,DROP
471,x378,0.1127,0.112296,DROP
472,x379,0.112949,0.112296,DROP
473,x380,0.112696,0.112296,DROP
474,x381,0.113039,0.112296,DROP
475,x382,0.112744,0.112296,DROP
476,x383,0.113009,0.112296,DROP
477,x384,0.112855,0.112296,DROP
478,x385,0.112949,0.112296,DROP
479,x386,0.113227,0.112296,DROP
480,x387,0.113455,0.112296,DROP
481,x388,0.113037,0.112296,DROP
482,x389,0.113127,0.112296,DROP
483,x390,0.112801,0.112296,DROP
484,x391,0.113013,0.112296,DROP
485,x392,0.112844,0.112296,DROP
486,x393,0.113113,0.112296,DROP
487,x394,0.113193,0.112296,DROP
488,x395,0.11304,0.112296,DROP
489,x396,0.112727,0.112296,DROP
490,x397,0.112871,0.112296,DROP
491,x398,0.113198,0.112296,DROP
492,x399,0.112973,0.112296,DROP
493,x400,0.113505,0.112296,DROP
494,x401,0.11295,0.112296,DROP
495,x402,0.113166,0.112296,DROP
496,x403,0.113131,0.112296,DROP
497,x404,0.113022,0.112296,DROP
498,x405,0.112943,0.112296,DROP
499,x406,0.113382,0.112296,DROP
500,x407,0.113543,0.112296,DROP
501,x408,0.112903,0.112296,DROP
502,x409,0.113404,0.112296,DROP
503,x410,0.112884,0.112296,DROP
504,x411,0.11357,0.112296,DROP
505,x412,0.113403,0.112296,DROP
506,x413,0.113308,0.112296,DROP
507,x414,0.11299,0.112296,DROP
508,x415,0.113348,0.112296,DROP
509,x416,0.113114,0.112296,DROP
510,x417,0.112702,0.112296,DROP
511,x418,0.112973,0.112296,DROP
512,x419,0.112865,0.112296,DROP
513,x420,0.113055,0.112296,DROP
514,x421,0.113008,0.112296,DROP
515,x422,0.113014,0.112296,DROP
516,x423,0.112982,0.112296,DROP
517,x424,0.112947,0.112296,DROP
518,x425,0.11309,0.112296,DROP
519,x426,0.113014,0.112296,DROP
520,x427,0.113152,0.112296,DROP
521,x428,0.113301,0.112296,DROP
522,x429,0.112694,0.112296,DROP
523,x430,0.112604,0.112296,DROP
524,x431,0.112771,0.112296,DROP
525,x432,0.112688,0.112296,DROP
526,x433,0.113005,0.112296,DROP
527,x434,0.113152,0.112296,DROP
528,x435,0.112941,0.112296,DROP
529,x436,0.113077,0.112296,DROP
530,x437,0.112903,0.112296,DROP
531,x438,0.113374,0.112296,DROP
532,x439,0.113086,0.112296,DROP
533,x440,0.113223,0.112296,DROP
534,x441,0.113068,0.112296,DROP
535,x442,0.113135,0.112296,DROP
536,x443,0.113218,0.112296,DROP
537,x444,0.112875,0.112296,DROP
538,x445,0.113005,0.112296,DROP
539,x446,0.113125,0.112296,DROP
540,x447,0.112765,0.112296,DROP
541,x448,0.113185,0.112296,DROP
542,x449,0.113207,0.112296,DROP
543,x450,0.112884,0.112296,DROP
544,x451,0.112937,0.112296,DROP
545,x452,0.113179,0.112296,DROP
546,x453,0.112968,0.112296,DROP
547,x454,0.112876,0.112296,DROP
548,x455,0.11308,0.112296,DROP
549,x456,0.11332,0.112296,DROP
550,x457,0.11294,0.112296,DROP
551,x458,0.113285,0.112296,DROP
552,x459,0.112897,0.112296,DROP
553,x460,0.112818,0.112296,DROP
554,x461,0.11274,0.112296,DROP
555,x462,0.112744,0.112296,DROP
556,x463,0.112637,0.112296,DROP
557,x464,0.113464,0.112296,DROP
558,x465,0.113079,0.112296,DROP
559,x466,0.112865,0.112296,DROP
560,x467,0.113257,0.112296,DROP
561,x468,0.113165,0.112296,DROP
562,x469,0.113103,0.112296,DROP
563,x470,0.112701,0.112296,DROP
564,x471,0.113372,0.112296,DROP
565,x472,0.112681,0.112296,DROP
566,x473,0.113745,0.112296,DROP
567,x474,0.112899,0.112296,DROP
568,x475,0.112646,0.112296,DROP
569,x476,0.113449,0.112296,DROP
570,x477,0.112833,0.112296,DROP
571,x478,0.113054,0.112296,DROP
572,x479,0.11314,0.112296,DROP
573,x480,0.112862,0.112296,DROP
574,x481,0.112948,0.112296,DROP
575,x482,0.113535,0.112296,DROP
576,x483,0.112773,0.112296,DROP
577,x484,0.112959,0.112296,DROP
578,x485,0.11279,0.112296,DROP
579,x486,0.113035,0.112296,DROP
580,x487,0.113308,0.112296,DROP
581,x488,0.112934,0.112296,DROP
582,x489,0.112711,0.112296,DROP
583,x490,0.112784,0.112296,DROP
584,x491,0.112879,0.112296,DROP
585,x492,0.113142,0.112296,DROP
586,x493,0.112859,0.112296,DROP
587,x494,0.11273,0.112296,DROP
588,x495,0.113234,0.112296,DROP
589,x496,0.112926,0.112296,DROP
590,x497,0.112712,0.112296,DROP
591,x498,0.113149,0.112296,DROP
592,x499,0.113042,0.112296,DROP
593,x500,0.112532,0.112296,DROP
594,x501,0.112552,0.112296,DROP
595,x502,0.113171,0.112296,DROP
596,x503,0.112729,0.112296,DROP
597,x504,0.112869,0.112296,DROP
598,x505,0.113025,0.112296,DROP
599,x506,0.112761,0.112296,DROP
600,x507,0.113264,0.112296,DROP
601,x508,0.112888,0.112296,DROP
602,x509,0.113253,0.112296,DROP
603,x510,0.113258,0.112296,DROP
604,x511,0.112874,0.112296,DROP
605,x512,0.112721,0.112296,DROP
606,x513,0.113084,0.112296,DROP
607,x514,0.112835,0.112296,DROP
608,x515,0.113555,0.112296,DROP
609,x516,0.112842,0.112296,DROP
610,x517,0.112571,0.112296,DROP
611,x518,0.113477,0.112296,DROP
612,x519,0.113237,0.112296,DROP
613,x520,0.113055,0.112296,DROP
614,x521,0.113175,0.112296,DROP
615,x522,0.113155,0.112296,DROP
616,x523,0.113165,0.112296,DROP
617,x524,0.112923,0.112296,DROP
618,x525,0.113415,0.112296,DROP
619,x526,0.113087,0.112296,DROP
620,x527,0.112491,0.112296,DROP
621,x528,0.113125,0.112296,DROP
622,x529,0.112689,0.112296,DROP
623,x530,0.112831,0.112296,DROP
624,x531,0.112921,0.112296,DROP
625,x532,0.112482,0.112296,DROP
626,x533,0.112921,0.112296,DROP
627,x534,0.11249,0.112296,DROP
628,x535,0.112989,0.112296,DROP
629,x536,0.113347,0.112296,DROP
630,x537,0.112826,0.112296,DROP
631,x538,0.112967,0.112296,DROP
632,x539,0.113306,0.112296,DROP
633,x540,0.113193,0.112296,DROP
634,x541,0.112853,0.112296,DROP
635,x542,0.112701,0.112296,DROP
636,x543,0.11271,0.112296,DROP
637,x544,0.112935,0.112296,DROP
638,x545,0.113209,0.112296,DROP
639,x546,0.113066,0.112296,DROP
640,x547,0.112614,0.112296,DROP
641,x548,0.112984,0.112296,DROP
642,x549,0.112828,0.112296,DROP
643,x550,0.113003,0.112296,DROP
644,x551,0.113195,0.112296,DROP
645,x552,0.112859,0.112296,DROP
646,x553,0.112956,0.112296,DROP
647,x554,0.112735,0.112296,DROP
648,x555,0.113162,0.112296,DROP
649,x556,0.112364,0.112296,DROP
650,x557,0.112842,0.112296,DROP
651,x558,0.113072,0.112296,DROP
652,x559,0.11285,0.112296,DROP
653,x560,0.11248,0.112296,DROP
654,x561,0.113162,0.112296,DROP
655,x562,0.112681,0.112296,DROP
656,x563,0.113342,0.112296,DROP
657,x564,0.112782,0.112296,DROP
658,x565,0.112496,0.112296,DROP
659,x566,0.113299,0.112296,DROP
660,x567,0.112425,0.112296,DROP
661,x568,0.112718,0.112296,DROP
662,x569,0.112629,0.112296,DROP
663,x570,0.112467,0.112296,DROP
664,x571,0.113534,0.112296,DROP
665,x572,0.113054,0.112296,DROP
666,x573,0.1128,0.112296,DROP
667,x574,0.113625,0.112296,DROP
668,x575,0.112884,0.112296,DROP
669,x576,0.112802,0.112296,DROP
670,x577,0.113063,0.112296,DROP
671,x578,0.113018,0.112296,DROP
672,x579,0.11287,0.112296,DROP
673,x580,0.11295,0.112296,DROP
674,x581,0.112876,0.112296,DROP
675,x582,0.112906,0.112296,DROP
676,x583,0.112978,0.112296,DROP
677,x584,0.11322,0.112296,DROP
678,x585,0.113073,0.112296,DROP
679,x586,0.112649,0.112296,DROP
680,x587,0.113183,0.112296,DROP
681,x588,0.113178,0.112296,DROP
682,x589,0.112791,0.112296,DROP
683,x590,0.112785,0.112296,DROP
684,x591,0.112665,0.112296,DROP
685,x592,0.113176,0.112296,DROP
686,x593,0.112665,0.112296,DROP
687,x594,0.11255,0.112296,DROP
688,x595,0.113025,0.112296,DROP
689,x596,0.112848,0.112296,DROP
690,x597,0.113213,0.112296,DROP
691,x598,0.112915,0.112296,DROP
692,x599,0.112974,0.112296,DROP
693,x600,0.112719,0.112296,DROP
694,x601,0.112396,0.112296,DROP
695,x602,0.112814,0.112296,DROP
696,x603,0.113106,0.112296,DROP
697,x604,0.112884,0.112296,DROP
698,x605,0.11281,0.112296,DROP
699,x606,0.113249,0.112296,DROP
700,x607,0.112817,0.112296,DROP
701,x608,0.112383,0.112296,DROP
702,x609,0.113412,0.112296,DROP
703,x610,0.113177,0.112296,DROP
704,x611,0.112686,0.112296,DROP
705,x612,0.113194,0.112296,DROP
706,x613,0.113129,0.112296,DROP
707,x614,0.113049,0.112296,DROP
708,x615,0.112762,0.112296,DROP
709,x616,0.113173,0.112296,DROP
710,x617,0.112941,0.112296,DROP
711,x618,0.112909,0.112296,DROP
