,Variable,mean.RMSE,orig.RMSE,K.or.D
3067,x3332978,0.111591,0.110862,DROP
3068,x3332979,0.111776,0.110862,DROP
3069,x3332980,0.111552,0.110862,DROP
3070,x3332981,0.111405,0.110862,DROP
3071,x3332982,0.111167,0.110862,DROP
3072,x3332983,0.111559,0.110862,DROP
3073,x3332984,0.112191,0.110862,DROP
3074,x3332985,0.111699,0.110862,DROP
3075,x3332986,0.111733,0.110862,DROP
3076,x3332987,0.111532,0.110862,DROP
3077,x3332988,0.111591,0.110862,DROP
3078,x3332989,0.1115,0.110862,DROP
3079,x3332990,0.111361,0.110862,DROP
3080,LotFrontage,0.22528,0.235431,KEEP
3081,LotArea,0.214931,0.22528,KEEP
3082,MasVnrArea,0.212987,0.214931,KEEP
3083,FirstFlrSF,0.203356,0.212987,KEEP
3084,GrLivArea,0.18668,0.203356,KEEP
3085,FullBath,0.184474,0.18668,KEEP
3086,HalfBath,0.178211,0.184474,KEEP
3087,BedroomAbvGr,0.17782,0.178211,KEEP
3088,KitchenAbvGr,0.172036,0.17782,KEEP
3089,TotRmsAbvGrd,0.17209,0.172036,DROP
3090,Fireplaces,0.171334,0.172036,KEEP
3091,GarageYrBlt,0.160285,0.171334,KEEP
3092,PoolArea,0.159902,0.160285,KEEP
3093,MiscVal,0.1603,0.159902,DROP
3094,MoSold,0.160407,0.159902,DROP
3095,YrSold,0.160107,0.159902,DROP
3096,GrLiveAreaByFirstFlrSF,0.160467,0.159902,DROP
3097,GrLiveAreaLog,0.157103,0.159902,KEEP
3098,BathTotals,0.157137,0.157103,DROP
3099,BsmtBaths,0.150507,0.157103,KEEP
3100,OverallQualExp,0.147207,0.150507,KEEP
3101,OverallCondCubed,0.145924,0.147207,KEEP
3102,OverallCondExp,0.1439,0.145924,KEEP
3103,newBsmtQualSF,0.137481,0.1439,KEEP
3104,newBsmtFinTypeSF,0.135993,0.137481,KEEP
3105,newGarageSizeQual,0.134133,0.135993,KEEP
3106,AgeOfHouse,0.126681,0.134133,KEEP
3107,TimeSinceSold,0.126499,0.126681,KEEP
3108,outdoorSpace,0.126228,0.126499,KEEP
3109,meanOverallNbrhdQ,0.123087,0.126228,KEEP
3110,meanOverallNbrhdC,0.123349,0.123087,DROP
3111,countEx,0.122869,0.123087,KEEP
3112,countGd,0.122867,0.122869,KEEP
3113,countTA,0.121443,0.122867,KEEP
3114,countFa,0.121671,0.121443,DROP
3115,countPo,0.121361,0.121443,KEEP
3116,x1,0.121452,0.121361,DROP
3117,x2,0.121183,0.121361,KEEP
3118,x3,0.12141,0.121183,DROP
3119,x4,0.121457,0.121183,DROP
3120,x5,0.120998,0.121183,KEEP
3121,x6,0.121314,0.120998,DROP
3122,x7,0.121066,0.120998,DROP
3123,x8,0.121142,0.120998,DROP
3124,x9,0.121236,0.120998,DROP
3125,x10,0.121229,0.120998,DROP
3126,x11,0.121064,0.120998,DROP
3127,x12,0.121229,0.120998,DROP
3128,x13,0.121288,0.120998,DROP
3129,x14,0.12148,0.120998,DROP
3130,x15,0.121095,0.120998,DROP
3131,x16,0.120699,0.120998,KEEP
3132,x17,0.121004,0.120699,DROP
3133,x18,0.120887,0.120699,DROP
3134,x19,0.12128,0.120699,DROP
3135,x20,0.120892,0.120699,DROP
3136,x21,0.120784,0.120699,DROP
3137,x22,0.120999,0.120699,DROP
3138,x23,0.120804,0.120699,DROP
3139,x24,0.12118,0.120699,DROP
3140,x25,0.121163,0.120699,DROP
3141,x26,0.121147,0.120699,DROP
3142,x27,0.120825,0.120699,DROP
3143,x28,0.120844,0.120699,DROP
3144,x29,0.120883,0.120699,DROP
3145,x30,0.120768,0.120699,DROP
3146,x31,0.120842,0.120699,DROP
3147,x32,0.121194,0.120699,DROP
3148,x33,0.12071,0.120699,DROP
3149,x34,0.120764,0.120699,DROP
3150,x35,0.120849,0.120699,DROP
3151,x36,0.121014,0.120699,DROP
3152,x37,0.120882,0.120699,DROP
3153,x38,0.121022,0.120699,DROP
3154,x39,0.12079,0.120699,DROP
3155,x40,0.120767,0.120699,DROP
3156,x41,0.120926,0.120699,DROP
3157,x42,0.121088,0.120699,DROP
3158,x43,0.120782,0.120699,DROP
3159,x44,0.120829,0.120699,DROP
3160,x45,0.120973,0.120699,DROP
3161,x46,0.120811,0.120699,DROP
3162,x47,0.120895,0.120699,DROP
3163,x48,0.120838,0.120699,DROP
3164,x49,0.120865,0.120699,DROP
3165,x50,0.120753,0.120699,DROP
3166,x51,0.120456,0.120699,KEEP
3167,x52,0.120792,0.120456,DROP
3168,x53,0.120674,0.120456,DROP
3169,x54,0.120801,0.120456,DROP
3170,x55,0.120325,0.120456,KEEP
3171,x56,0.120336,0.120325,DROP
3172,x57,0.120165,0.120325,KEEP
3173,x58,0.120585,0.120165,DROP
3174,x59,0.120481,0.120165,DROP
3175,x60,0.120696,0.120165,DROP
3176,x61,0.119835,0.120165,KEEP
3177,x62,0.119673,0.119835,KEEP
3178,x63,0.119771,0.119673,DROP
3179,x64,0.119878,0.119673,DROP
3180,x65,0.119858,0.119673,DROP
3181,x66,0.1198,0.119673,DROP
3182,x67,0.118418,0.119673,KEEP
3183,x68,0.118273,0.118418,KEEP
3184,x69,0.118329,0.118273,DROP
3185,x70,0.118337,0.118273,DROP
3186,x71,0.118114,0.118273,KEEP
3187,x72,0.118472,0.118114,DROP
3188,x73,0.117658,0.118114,KEEP
3189,x74,0.117206,0.117658,KEEP
3190,x75,0.117678,0.117206,DROP
3191,x76,0.117513,0.117206,DROP
3192,x77,0.117213,0.117206,DROP
3193,x78,0.117795,0.117206,DROP
3194,x79,0.117689,0.117206,DROP
3195,x80,0.118001,0.117206,DROP
3196,x81,0.117862,0.117206,DROP
3197,x82,0.117518,0.117206,DROP
3198,x83,0.117258,0.117206,DROP
3199,x84,0.117146,0.117206,KEEP
3200,x85,0.117482,0.117146,DROP
3201,x86,0.117146,0.117146,DROP
3202,x87,0.117045,0.117146,KEEP
3203,x88,0.117669,0.117045,DROP
3204,x89,0.117355,0.117045,DROP
3205,x90,0.117505,0.117045,DROP
3206,x91,0.117261,0.117045,DROP
3207,x92,0.11695,0.117045,KEEP
3208,x93,0.116602,0.11695,KEEP
3209,x94,0.1161,0.116602,KEEP
3210,x95,0.116342,0.1161,DROP
3211,x96,0.11625,0.1161,DROP
3212,x97,0.116164,0.1161,DROP
3213,x98,0.116191,0.1161,DROP
3214,x99,0.116082,0.1161,KEEP
3215,x100,0.116553,0.116082,DROP
3216,x101,0.116361,0.116082,DROP
3217,x102,0.116145,0.116082,DROP
3218,x103,0.11618,0.116082,DROP
3219,x104,0.116142,0.116082,DROP
3220,x105,0.11598,0.116082,KEEP
3221,x106,0.115931,0.11598,KEEP
3222,x107,0.116351,0.115931,DROP
3223,x108,0.116018,0.115931,DROP
3224,x109,0.116107,0.115931,DROP
3225,x110,0.115923,0.115931,KEEP
3226,x111,0.115901,0.115923,KEEP
3227,x112,0.115398,0.115901,KEEP
3228,x113,0.115775,0.115398,DROP
3229,x114,0.115842,0.115398,DROP
3230,x115,0.115704,0.115398,DROP
3231,x116,0.115918,0.115398,DROP
3232,x117,0.116099,0.115398,DROP
3233,x118,0.114915,0.115398,KEEP
3234,x119,0.115166,0.114915,DROP
3235,x120,0.115106,0.114915,DROP
3236,x121,0.115442,0.114915,DROP
3237,x122,0.115528,0.114915,DROP
3238,x123,0.11556,0.114915,DROP
3239,x124,0.115172,0.114915,DROP
3240,x125,0.115484,0.114915,DROP
3241,x126,0.115589,0.114915,DROP
3242,x127,0.115342,0.114915,DROP
3243,x128,0.115473,0.114915,DROP
3244,x129,0.115532,0.114915,DROP
3245,x130,0.11549,0.114915,DROP
3246,x131,0.115033,0.114915,DROP
3247,x132,0.115278,0.114915,DROP
3248,x133,0.115425,0.114915,DROP
3249,x134,0.115568,0.114915,DROP
3250,x135,0.11543,0.114915,DROP
3251,x136,0.11564,0.114915,DROP
3252,x137,0.115669,0.114915,DROP
3253,x138,0.115286,0.114915,DROP
3254,x139,0.115611,0.114915,DROP
3255,x140,0.115662,0.114915,DROP
3256,x141,0.115093,0.114915,DROP
3257,x142,0.115145,0.114915,DROP
3258,x143,0.115503,0.114915,DROP
3259,x144,0.115636,0.114915,DROP
3260,x145,0.115606,0.114915,DROP
3261,x146,0.115152,0.114915,DROP
3262,x147,0.115476,0.114915,DROP
3263,x148,0.11535,0.114915,DROP
3264,x149,0.115274,0.114915,DROP
3265,x150,0.115129,0.114915,DROP
3266,x151,0.115444,0.114915,DROP
3267,x152,0.115477,0.114915,DROP
3268,x153,0.115468,0.114915,DROP
3269,x154,0.115437,0.114915,DROP
3270,x155,0.115483,0.114915,DROP
3271,x156,0.114949,0.114915,DROP
3272,x157,0.115511,0.114915,DROP
3273,x158,0.115818,0.114915,DROP
3274,x159,0.115343,0.114915,DROP
3275,x160,0.115199,0.114915,DROP
3276,x161,0.115305,0.114915,DROP
3277,x162,0.115071,0.114915,DROP
3278,x163,0.114978,0.114915,DROP
3279,x164,0.115427,0.114915,DROP
3280,x165,0.115436,0.114915,DROP
3281,x166,0.115476,0.114915,DROP
3282,x167,0.115185,0.114915,DROP
3283,x168,0.115272,0.114915,DROP
3284,x169,0.114883,0.114915,KEEP
3285,x170,0.115268,0.114883,DROP
3286,x171,0.115024,0.114883,DROP
3287,x172,0.115136,0.114883,DROP
3288,x173,0.115123,0.114883,DROP
3289,x174,0.115213,0.114883,DROP
3290,x175,0.11545,0.114883,DROP
3291,x176,0.115289,0.114883,DROP
3292,x177,0.11507,0.114883,DROP
3293,x178,0.115144,0.114883,DROP
3294,x179,0.115509,0.114883,DROP
3295,x180,0.115606,0.114883,DROP
3296,x181,0.115263,0.114883,DROP
3297,x182,0.115523,0.114883,DROP
3298,x183,0.115234,0.114883,DROP
3299,x184,0.115578,0.114883,DROP
3300,x185,0.115497,0.114883,DROP
3301,x186,0.115265,0.114883,DROP
3302,x187,0.115273,0.114883,DROP
3303,x188,0.115479,0.114883,DROP
3304,x189,0.115561,0.114883,DROP
3305,x190,0.115648,0.114883,DROP
3306,x191,0.11547,0.114883,DROP
3307,x192,0.115688,0.114883,DROP
3308,x193,0.114981,0.114883,DROP
3309,x194,0.115176,0.114883,DROP
3310,x195,0.115294,0.114883,DROP
3311,x196,0.115442,0.114883,DROP
3312,x197,0.115118,0.114883,DROP
3313,x198,0.115486,0.114883,DROP
3314,x199,0.115246,0.114883,DROP
3315,x200,0.115535,0.114883,DROP
3316,x201,0.115306,0.114883,DROP
3317,x202,0.11506,0.114883,DROP
3318,x203,0.115459,0.114883,DROP
3319,x204,0.115331,0.114883,DROP
3320,x205,0.115372,0.114883,DROP
3321,x206,0.115254,0.114883,DROP
3322,x207,0.115053,0.114883,DROP
3323,x208,0.11523,0.114883,DROP
3324,x209,0.115037,0.114883,DROP
3325,x210,0.115551,0.114883,DROP
3326,x211,0.115309,0.114883,DROP
3327,x212,0.115837,0.114883,DROP
3328,x213,0.114977,0.114883,DROP
3329,x214,0.115136,0.114883,DROP
3330,x215,0.114956,0.114883,DROP
3331,x216,0.115294,0.114883,DROP
3332,x217,0.115856,0.114883,DROP
3333,x218,0.115609,0.114883,DROP
3334,x219,0.115399,0.114883,DROP
3335,x220,0.115471,0.114883,DROP
3336,x221,0.115527,0.114883,DROP
3337,x222,0.115405,0.114883,DROP
3338,x223,0.115261,0.114883,DROP
3339,x224,0.115573,0.114883,DROP
3340,x225,0.115492,0.114883,DROP
3341,x226,0.115387,0.114883,DROP
3342,x227,0.115556,0.114883,DROP
3343,x228,0.115382,0.114883,DROP
3344,x229,0.115522,0.114883,DROP
3345,x230,0.115238,0.114883,DROP
3346,x231,0.11567,0.114883,DROP
3347,x232,0.114823,0.114883,KEEP
3348,x233,0.115302,0.114823,DROP
3349,x234,0.115427,0.114823,DROP
3350,x235,0.115184,0.114823,DROP
3351,x236,0.115382,0.114823,DROP
3352,x237,0.114788,0.114823,KEEP
3353,x238,0.115129,0.114788,DROP
3354,x239,0.114896,0.114788,DROP
3355,x240,0.115112,0.114788,DROP
3356,x241,0.115294,0.114788,DROP
3357,x242,0.115367,0.114788,DROP
3358,x243,0.115291,0.114788,DROP
3359,x244,0.115263,0.114788,DROP
3360,x245,0.11544,0.114788,DROP
3361,x246,0.114745,0.114788,KEEP
3362,x247,0.115347,0.114745,DROP
3363,x248,0.114934,0.114745,DROP
3364,x249,0.114952,0.114745,DROP
3365,x250,0.115184,0.114745,DROP
3366,x251,0.115473,0.114745,DROP
3367,x252,0.115297,0.114745,DROP
3368,x253,0.115138,0.114745,DROP
3369,x254,0.115376,0.114745,DROP
3370,x255,0.114939,0.114745,DROP
3371,x256,0.115109,0.114745,DROP
3372,x257,0.114938,0.114745,DROP
3373,x258,0.115667,0.114745,DROP
3374,x259,0.115492,0.114745,DROP
3375,x260,0.115292,0.114745,DROP
3376,x261,0.115192,0.114745,DROP
3377,x262,0.114991,0.114745,DROP
3378,x263,0.115537,0.114745,DROP
3379,x264,0.115381,0.114745,DROP
3380,x265,0.115456,0.114745,DROP
3381,x266,0.115405,0.114745,DROP
3382,x267,0.115397,0.114745,DROP
3383,x268,0.115217,0.114745,DROP
3384,x269,0.115444,0.114745,DROP
3385,x270,0.115237,0.114745,DROP
3386,x271,0.115649,0.114745,DROP
3387,x272,0.115669,0.114745,DROP
3388,x273,0.11493,0.114745,DROP
3389,x274,0.115223,0.114745,DROP
3390,x275,0.115355,0.114745,DROP
3391,x276,0.115705,0.114745,DROP
3392,x277,0.115521,0.114745,DROP
3393,x278,0.115439,0.114745,DROP
3394,x279,0.115526,0.114745,DROP
3395,x280,0.115287,0.114745,DROP
3396,x281,0.115357,0.114745,DROP
3397,x282,0.114946,0.114745,DROP
3398,x283,0.115764,0.114745,DROP
3399,x284,0.114874,0.114745,DROP
3400,x285,0.11558,0.114745,DROP
3401,x286,0.114938,0.114745,DROP
3402,x287,0.115491,0.114745,DROP
3403,x288,0.115172,0.114745,DROP
3404,x289,0.115614,0.114745,DROP
3405,x290,0.115282,0.114745,DROP
3406,x291,0.115397,0.114745,DROP
3407,x292,0.115483,0.114745,DROP
3408,x293,0.114034,0.114745,KEEP
3409,x294,0.114228,0.114034,DROP
3410,x295,0.113844,0.114034,KEEP
3411,x296,0.114424,0.113844,DROP
3412,x297,0.114261,0.113844,DROP
3413,x298,0.114269,0.113844,DROP
3414,x299,0.114293,0.113844,DROP
3415,x300,0.11431,0.113844,DROP
3416,x301,0.114509,0.113844,DROP
3417,x302,0.114442,0.113844,DROP
3418,x303,0.113967,0.113844,DROP
3419,x304,0.113815,0.113844,KEEP
3420,x305,0.114418,0.113815,DROP
3421,x306,0.114885,0.113815,DROP
3422,x307,0.114393,0.113815,DROP
3423,x308,0.114395,0.113815,DROP
3424,x309,0.114454,0.113815,DROP
3425,x310,0.114078,0.113815,DROP
3426,x311,0.114283,0.113815,DROP
3427,x312,0.114383,0.113815,DROP
3428,x313,0.113954,0.113815,DROP
3429,x314,0.114403,0.113815,DROP
3430,x315,0.114426,0.113815,DROP
3431,x316,0.114457,0.113815,DROP
3432,x317,0.114581,0.113815,DROP
3433,x318,0.114358,0.113815,DROP
3434,x319,0.114652,0.113815,DROP
3435,x320,0.114628,0.113815,DROP
3436,x321,0.114359,0.113815,DROP
3437,x322,0.11428,0.113815,DROP
3438,x323,0.114742,0.113815,DROP
3439,x324,0.114404,0.113815,DROP
3440,x325,0.114553,0.113815,DROP
3441,x326,0.114219,0.113815,DROP
3442,x327,0.114432,0.113815,DROP
3443,x328,0.114623,0.113815,DROP
3444,x329,0.114327,0.113815,DROP
3445,x330,0.114296,0.113815,DROP
3446,x331,0.114284,0.113815,DROP
3447,x332,0.114179,0.113815,DROP
3448,x333,0.113911,0.113815,DROP
3449,x334,0.114134,0.113815,DROP
3450,x335,0.114345,0.113815,DROP
3451,x336,0.114072,0.113815,DROP
3452,x337,0.114569,0.113815,DROP
3453,x338,0.114192,0.113815,DROP
3454,x339,0.114281,0.113815,DROP
3455,x340,0.114211,0.113815,DROP
3456,x341,0.114238,0.113815,DROP
3457,x342,0.114505,0.113815,DROP
3458,x343,0.114129,0.113815,DROP
3459,x344,0.114506,0.113815,DROP
3460,x345,0.114239,0.113815,DROP
3461,x346,0.114528,0.113815,DROP
3462,x347,0.114399,0.113815,DROP
3463,x348,0.114184,0.113815,DROP
3464,x349,0.114492,0.113815,DROP
3465,x350,0.114499,0.113815,DROP
3466,x351,0.114327,0.113815,DROP
3467,x352,0.114617,0.113815,DROP
3468,x353,0.114452,0.113815,DROP
3469,x354,0.114493,0.113815,DROP
3470,x355,0.114327,0.113815,DROP
3471,x356,0.114223,0.113815,DROP
3472,x357,0.114242,0.113815,DROP
3473,x358,0.11433,0.113815,DROP
3474,x359,0.114242,0.113815,DROP
3475,x360,0.114254,0.113815,DROP
3476,x361,0.11457,0.113815,DROP
3477,x362,0.114202,0.113815,DROP
3478,x363,0.114179,0.113815,DROP
3479,x364,0.11459,0.113815,DROP
3480,x365,0.114112,0.113815,DROP
3481,x366,0.11416,0.113815,DROP
3482,x367,0.114357,0.113815,DROP
3483,x368,0.114432,0.113815,DROP
3484,x369,0.114209,0.113815,DROP
3485,x370,0.11432,0.113815,DROP
3486,x371,0.113987,0.113815,DROP
3487,x372,0.114068,0.113815,DROP
3488,x373,0.114534,0.113815,DROP
3489,x374,0.114764,0.113815,DROP
3490,x375,0.113924,0.113815,DROP
3491,x376,0.114388,0.113815,DROP
3492,x377,0.114438,0.113815,DROP
3493,x378,0.114245,0.113815,DROP
3494,x379,0.114494,0.113815,DROP
3495,x380,0.114008,0.113815,DROP
3496,x381,0.114883,0.113815,DROP
3497,x382,0.114399,0.113815,DROP
3498,x383,0.114335,0.113815,DROP
3499,x384,0.114193,0.113815,DROP
3500,x385,0.114236,0.113815,DROP
3501,x386,0.114647,0.113815,DROP
3502,x387,0.11402,0.113815,DROP
3503,x388,0.11437,0.113815,DROP
3504,x389,0.114561,0.113815,DROP
3505,x390,0.113956,0.113815,DROP
3506,x391,0.114528,0.113815,DROP
3507,x392,0.114481,0.113815,DROP
3508,x393,0.114544,0.113815,DROP
3509,x394,0.114095,0.113815,DROP
3510,x395,0.114586,0.113815,DROP
3511,x396,0.114368,0.113815,DROP
3512,x397,0.11457,0.113815,DROP
3513,x398,0.114114,0.113815,DROP
3514,x399,0.114278,0.113815,DROP
3515,x400,0.114357,0.113815,DROP
3516,x401,0.114145,0.113815,DROP
3517,x402,0.114407,0.113815,DROP
3518,x403,0.114402,0.113815,DROP
3519,x404,0.114179,0.113815,DROP
3520,x405,0.114327,0.113815,DROP
3521,x406,0.114337,0.113815,DROP
3522,x407,0.114497,0.113815,DROP
3523,x408,0.114381,0.113815,DROP
3524,x409,0.114181,0.113815,DROP
3525,x410,0.114543,0.113815,DROP
3526,x411,0.114495,0.113815,DROP
3527,x412,0.114156,0.113815,DROP
3528,x413,0.114743,0.113815,DROP
3529,x414,0.114383,0.113815,DROP
3530,x415,0.114028,0.113815,DROP
3531,x416,0.114183,0.113815,DROP
3532,x417,0.114161,0.113815,DROP
3533,x418,0.114437,0.113815,DROP
3534,x419,0.113968,0.113815,DROP
3535,x420,0.114435,0.113815,DROP
3536,x421,0.114085,0.113815,DROP
3537,x422,0.114549,0.113815,DROP
3538,x423,0.114404,0.113815,DROP
3539,x424,0.114307,0.113815,DROP
3540,x425,0.114414,0.113815,DROP
3541,x426,0.114767,0.113815,DROP
3542,x427,0.114465,0.113815,DROP
3543,x428,0.114214,0.113815,DROP
3544,x429,0.11427,0.113815,DROP
3545,x430,0.114247,0.113815,DROP
3546,x431,0.11442,0.113815,DROP
3547,x432,0.113783,0.113815,KEEP
3548,x433,0.114419,0.113783,DROP
3549,x434,0.114226,0.113783,DROP
3550,x435,0.114289,0.113783,DROP
3551,x436,0.114227,0.113783,DROP
3552,x437,0.11462,0.113783,DROP
3553,x438,0.114173,0.113783,DROP
3554,x439,0.114157,0.113783,DROP
3555,x440,0.114457,0.113783,DROP
3556,x441,0.11435,0.113783,DROP
3557,x442,0.114175,0.113783,DROP
3558,x443,0.114222,0.113783,DROP
3559,x444,0.114396,0.113783,DROP
3560,x445,0.114503,0.113783,DROP
3561,x446,0.113848,0.113783,DROP
3562,x447,0.114273,0.113783,DROP
3563,x448,0.1142,0.113783,DROP
3564,x449,0.114468,0.113783,DROP
3565,x450,0.11423,0.113783,DROP
3566,x451,0.113974,0.113783,DROP
3567,x452,0.114061,0.113783,DROP
3568,x453,0.114427,0.113783,DROP
3569,x454,0.114392,0.113783,DROP
3570,x455,0.114375,0.113783,DROP
3571,x456,0.114142,0.113783,DROP
3572,x457,0.114886,0.113783,DROP
3573,x458,0.114473,0.113783,DROP
3574,x459,0.114484,0.113783,DROP
3575,x460,0.114063,0.113783,DROP
3576,x461,0.114513,0.113783,DROP
3577,x462,0.11401,0.113783,DROP
3578,x463,0.113638,0.113783,KEEP
3579,x464,0.114055,0.113638,DROP
3580,x465,0.113868,0.113638,DROP
3581,x466,0.113505,0.113638,KEEP
3582,x467,0.113562,0.113505,DROP
3583,x468,0.113934,0.113505,DROP
3584,x469,0.114074,0.113505,DROP
3585,x470,0.113611,0.113505,DROP
3586,x471,0.114023,0.113505,DROP
3587,x472,0.113252,0.113505,KEEP
3588,x473,0.113009,0.113252,KEEP
3589,x474,0.113255,0.113009,DROP
3590,x475,0.113457,0.113009,DROP
3591,x476,0.112787,0.113009,KEEP
3592,x477,0.113219,0.112787,DROP
3593,x478,0.112962,0.112787,DROP
3594,x479,0.113207,0.112787,DROP
3595,x480,0.113288,0.112787,DROP
3596,x481,0.113549,0.112787,DROP
3597,x482,0.113514,0.112787,DROP
3598,x483,0.113204,0.112787,DROP
3599,x484,0.112758,0.112787,KEEP
3600,x485,0.112953,0.112758,DROP
3601,x486,0.113341,0.112758,DROP
3602,x487,0.113093,0.112758,DROP
3603,x488,0.113247,0.112758,DROP
3604,x489,0.112936,0.112758,DROP
3605,x490,0.112725,0.112758,KEEP
3606,x491,0.112656,0.112725,KEEP
3607,x492,0.1129,0.112656,DROP
3608,x493,0.112885,0.112656,DROP
3609,x494,0.113128,0.112656,DROP
3610,x495,0.112761,0.112656,DROP
3611,x496,0.113026,0.112656,DROP
3612,x497,0.112971,0.112656,DROP
3613,x498,0.112879,0.112656,DROP
3614,x499,0.112767,0.112656,DROP
3615,x500,0.113087,0.112656,DROP
3616,x501,0.112796,0.112656,DROP
3617,x502,0.112819,0.112656,DROP
3618,x503,0.112955,0.112656,DROP
3619,x504,0.113147,0.112656,DROP
3620,x505,0.112992,0.112656,DROP
3621,x506,0.113189,0.112656,DROP
3622,x507,0.113196,0.112656,DROP
3623,x508,0.113062,0.112656,DROP
3624,x509,0.113185,0.112656,DROP
3625,x510,0.112935,0.112656,DROP
3626,x511,0.113008,0.112656,DROP
3627,x512,0.113146,0.112656,DROP
3628,x513,0.113009,0.112656,DROP
3629,x514,0.113158,0.112656,DROP
3630,x515,0.113039,0.112656,DROP
3631,x516,0.113112,0.112656,DROP
3632,x517,0.112747,0.112656,DROP
3633,x518,0.113048,0.112656,DROP
3634,x519,0.112843,0.112656,DROP
3635,x520,0.113099,0.112656,DROP
3636,x521,0.112883,0.112656,DROP
3637,x522,0.113152,0.112656,DROP
3638,x523,0.112883,0.112656,DROP
3639,x524,0.113159,0.112656,DROP
3640,x525,0.113218,0.112656,DROP
3641,x526,0.112909,0.112656,DROP
3642,x527,0.112885,0.112656,DROP
3643,x528,0.113093,0.112656,DROP
3644,x529,0.113026,0.112656,DROP
3645,x530,0.112928,0.112656,DROP
3646,x531,0.113041,0.112656,DROP
3647,x532,0.113103,0.112656,DROP
3648,x533,0.112891,0.112656,DROP
3649,x534,0.112952,0.112656,DROP
3650,x535,0.113022,0.112656,DROP
3651,x536,0.113277,0.112656,DROP
3652,x537,0.113153,0.112656,DROP
3653,x538,0.112521,0.112656,KEEP
3654,x539,0.11237,0.112521,KEEP
3655,x540,0.112521,0.11237,DROP
3656,x541,0.11287,0.11237,DROP
3657,x542,0.112704,0.11237,DROP
3658,x543,0.113056,0.11237,DROP
3659,x544,0.112977,0.11237,DROP
3660,x545,0.112497,0.11237,DROP
3661,x546,0.112643,0.11237,DROP
3662,x547,0.113218,0.11237,DROP
3663,x548,0.112559,0.11237,DROP
3664,x549,0.112697,0.11237,DROP
3665,x550,0.112515,0.11237,DROP
3666,x551,0.113,0.11237,DROP
3667,x552,0.112411,0.11237,DROP
3668,x553,0.112677,0.11237,DROP
3669,x554,0.11267,0.11237,DROP
3670,x555,0.112969,0.11237,DROP
3671,x556,0.112964,0.11237,DROP
3672,x557,0.112834,0.11237,DROP
3673,x558,0.112919,0.11237,DROP
3674,x559,0.112619,0.11237,DROP
3675,x560,0.112847,0.11237,DROP
3676,x561,0.112522,0.11237,DROP
3677,x562,0.112413,0.11237,DROP
3678,x563,0.112957,0.11237,DROP
3679,x564,0.112663,0.11237,DROP
3680,x565,0.112917,0.11237,DROP
3681,x566,0.112788,0.11237,DROP
3682,x567,0.112632,0.11237,DROP
3683,x568,0.112567,0.11237,DROP
3684,x569,0.112609,0.11237,DROP
3685,x570,0.112859,0.11237,DROP
3686,x571,0.112566,0.11237,DROP
3687,x572,0.112638,0.11237,DROP
3688,x573,0.113081,0.11237,DROP
3689,x574,0.112578,0.11237,DROP
3690,x575,0.112313,0.11237,KEEP
3691,x576,0.112996,0.112313,DROP
3692,x577,0.112342,0.112313,DROP
3693,x578,0.112647,0.112313,DROP
3694,x579,0.112711,0.112313,DROP
3695,x580,0.113205,0.112313,DROP
3696,x581,0.112528,0.112313,DROP
3697,x582,0.113169,0.112313,DROP
3698,x583,0.112771,0.112313,DROP
3699,x584,0.112554,0.112313,DROP
3700,x585,0.113095,0.112313,DROP
3701,x586,0.112673,0.112313,DROP
3702,x587,0.113102,0.112313,DROP
3703,x588,0.112686,0.112313,DROP
3704,x589,0.11282,0.112313,DROP
3705,x590,0.112956,0.112313,DROP
3706,x591,0.112916,0.112313,DROP
3707,x592,0.112561,0.112313,DROP
3708,x593,0.112593,0.112313,DROP
3709,x594,0.112601,0.112313,DROP
3710,x595,0.112688,0.112313,DROP
3711,x596,0.112967,0.112313,DROP
3712,x597,0.112516,0.112313,DROP
3713,x598,0.112653,0.112313,DROP
3714,x599,0.112651,0.112313,DROP
3715,x600,0.1129,0.112313,DROP
3716,x601,0.113102,0.112313,DROP
3717,x602,0.112885,0.112313,DROP
3718,x603,0.112548,0.112313,DROP
3719,x604,0.112749,0.112313,DROP
3720,x605,0.112587,0.112313,DROP
3721,x606,0.112379,0.112313,DROP
3722,x607,0.112945,0.112313,DROP
3723,x608,0.112553,0.112313,DROP
3724,x609,0.112143,0.112313,KEEP
3725,x610,0.112798,0.112143,DROP
3726,x611,0.112992,0.112143,DROP
3727,x612,0.112944,0.112143,DROP
3728,x613,0.112215,0.112143,DROP
3729,x614,0.113194,0.112143,DROP
3730,x615,0.112639,0.112143,DROP
3731,x616,0.112962,0.112143,DROP
3732,x617,0.112891,0.112143,DROP
3733,x618,0.112792,0.112143,DROP
3734,x619,0.112999,0.112143,DROP
3735,x620,0.112601,0.112143,DROP
3736,x621,0.112457,0.112143,DROP
3737,x622,0.112986,0.112143,DROP
3738,x623,0.112934,0.112143,DROP
3739,x624,0.112919,0.112143,DROP
3740,x625,0.112479,0.112143,DROP
3741,x626,0.112712,0.112143,DROP
3742,x627,0.113149,0.112143,DROP
3743,x628,0.112789,0.112143,DROP
3744,x629,0.112827,0.112143,DROP
3745,x630,0.113011,0.112143,DROP
3746,x631,0.11278,0.112143,DROP
3747,x632,0.112845,0.112143,DROP
3748,x633,0.112862,0.112143,DROP
3749,x634,0.113153,0.112143,DROP
3750,x635,0.113069,0.112143,DROP
